prob.dir,pred.log.lambda
ATAC_JV_adipose/samples/AC2/MSC77/problems/chrX:37148256-49242997,2
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr10:51448845-125869472,2
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr1:206482221-223747846,2
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr12:145739-7189876,2
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr12:66500000-109373470,2
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr14:19050000-107289540,2
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr1:521368-2634220,2
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr16:46510000-88389383,2
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr2:162200000-234003741,2
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr22:20700000-50364777,2
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr3:60000-66170270,2
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr6:60000-58087659,2
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr8:48135599-86500000,2
ATAC_JV_adipose/samples/AC2/MSC80/problems/chr8:87000000-142766515,2
ATAC_JV_adipose/samples/AC2/MSC80/problems/chrX:37148256-49242997,2
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr10:51448845-125869472,2
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr1:206482221-223747846,2
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr12:145739-7189876,2
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr12:66500000-109373470,2
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr14:19050000-107289540,2
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr1:521368-2634220,2
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr16:46510000-88389383,2
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr2:162200000-234003741,2
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr22:20700000-50364777,2
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr3:60000-66170270,2
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr6:60000-58087659,2
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr8:48135599-86500000,2
ATAC_JV_adipose/samples/AC2/MSC83/problems/chr8:87000000-142766515,2
ATAC_JV_adipose/samples/AC2/MSC83/problems/chrX:37148256-49242997,2
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr10:51448845-125869472,2
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr1:206482221-223747846,2
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr12:145739-7189876,2
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr12:66500000-109373470,2
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr14:19050000-107289540,2
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr1:521368-2634220,2
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr16:46510000-88389383,2
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr2:162200000-234003741,2
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr22:20700000-50364777,2
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr3:60000-66170270,2
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr6:60000-58087659,2
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr8:48135599-86500000,2
ATAC_JV_adipose/samples/AC2/MSC91/problems/chr8:87000000-142766515,2
ATAC_JV_adipose/samples/AC2/MSC91/problems/chrX:37148256-49242997,2
ATAC_JV_adipose/samples/ACi/MSC77/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/ACi/MSC77/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/ACi/MSC77/problems/chr1:206482221-223747846,2
ATAC_JV_adipose/samples/ACi/MSC77/problems/chr12:145739-7189876,2
ATAC_JV_adipose/samples/ACi/MSC77/problems/chr14:19050000-107289540,2
ATAC_JV_adipose/samples/ACi/MSC77/problems/chr16:46510000-88389383,2
ATAC_JV_adipose/samples/ACi/MSC77/problems/chr3:60000-66170270,2
ATAC_JV_adipose/samples/ACi/MSC77/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/ACi/MSC77/problems/chrX:37148256-49242997,2
ATAC_JV_adipose/samples/ACi/MSC80/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/ACi/MSC80/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/ACi/MSC80/problems/chr1:206482221-223747846,2
ATAC_JV_adipose/samples/ACi/MSC80/problems/chr12:145739-7189876,2
ATAC_JV_adipose/samples/ACi/MSC80/problems/chr14:19050000-107289540,2
ATAC_JV_adipose/samples/ACi/MSC80/problems/chr16:46510000-88389383,2
ATAC_JV_adipose/samples/ACi/MSC80/problems/chr3:60000-66170270,2
ATAC_JV_adipose/samples/ACi/MSC80/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/ACi/MSC80/problems/chrX:37148256-49242997,2
ATAC_JV_adipose/samples/ACi/MSC83/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/ACi/MSC83/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/ACi/MSC83/problems/chr1:206482221-223747846,2
ATAC_JV_adipose/samples/ACi/MSC83/problems/chr12:145739-7189876,2
ATAC_JV_adipose/samples/ACi/MSC83/problems/chr14:19050000-107289540,2
ATAC_JV_adipose/samples/ACi/MSC83/problems/chr16:46510000-88389383,2
ATAC_JV_adipose/samples/ACi/MSC83/problems/chr3:60000-66170270,2
ATAC_JV_adipose/samples/ACi/MSC83/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/ACi/MSC83/problems/chrX:37148256-49242997,2
ATAC_JV_adipose/samples/ACi/MSC91/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/ACi/MSC91/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/ACi/MSC91/problems/chr1:206482221-223747846,2
ATAC_JV_adipose/samples/ACi/MSC91/problems/chr12:145739-7189876,2
ATAC_JV_adipose/samples/ACi/MSC91/problems/chr14:19050000-107289540,2
ATAC_JV_adipose/samples/ACi/MSC91/problems/chr16:46510000-88389383,2
ATAC_JV_adipose/samples/ACi/MSC91/problems/chr3:60000-66170270,2
ATAC_JV_adipose/samples/ACi/MSC91/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/ACi/MSC91/problems/chrX:37148256-49242997,2
ATAC_JV_adipose/samples/AD1/MSC77/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/AD1/MSC77/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/AD1/MSC77/problems/chr1:206482221-223747846,2
ATAC_JV_adipose/samples/AD1/MSC77/problems/chr12:145739-7189876,2
ATAC_JV_adipose/samples/AD1/MSC77/problems/chr14:19050000-107289540,2
ATAC_JV_adipose/samples/AD1/MSC77/problems/chr16:46510000-88389383,2
ATAC_JV_adipose/samples/AD1/MSC77/problems/chr3:60000-66170270,2
ATAC_JV_adipose/samples/AD1/MSC77/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/AD1/MSC77/problems/chrX:37148256-49242997,2
ATAC_JV_adipose/samples/AD1/MSC80/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/AD1/MSC80/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/AD1/MSC80/problems/chr1:206482221-223747846,2
ATAC_JV_adipose/samples/AD1/MSC80/problems/chr12:145739-7189876,2
ATAC_JV_adipose/samples/AD1/MSC80/problems/chr14:19050000-107289540,2
ATAC_JV_adipose/samples/AD1/MSC80/problems/chr16:46510000-88389383,2
ATAC_JV_adipose/samples/AD1/MSC80/problems/chr3:60000-66170270,2
ATAC_JV_adipose/samples/AD1/MSC80/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/AD1/MSC80/problems/chrX:37148256-49242997,2
ATAC_JV_adipose/samples/AD1/MSC83/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/AD1/MSC83/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/AD1/MSC83/problems/chr1:206482221-223747846,2
ATAC_JV_adipose/samples/AD1/MSC83/problems/chr12:145739-7189876,2
ATAC_JV_adipose/samples/AD1/MSC83/problems/chr14:19050000-107289540,2
ATAC_JV_adipose/samples/AD1/MSC83/problems/chr16:46510000-88389383,2
ATAC_JV_adipose/samples/AD1/MSC83/problems/chr3:60000-66170270,2
ATAC_JV_adipose/samples/AD1/MSC83/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/AD1/MSC83/problems/chrX:37148256-49242997,2
ATAC_JV_adipose/samples/AD1/MSC91/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/AD1/MSC91/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/AD1/MSC91/problems/chr1:206482221-223747846,2
ATAC_JV_adipose/samples/AD1/MSC91/problems/chr12:145739-7189876,2
ATAC_JV_adipose/samples/AD1/MSC91/problems/chr14:19050000-107289540,2
ATAC_JV_adipose/samples/AD1/MSC91/problems/chr16:46510000-88389383,2
ATAC_JV_adipose/samples/AD1/MSC91/problems/chr3:60000-66170270,2
ATAC_JV_adipose/samples/AD1/MSC91/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/AD1/MSC91/problems/chrX:37148256-49242997,2
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr10:51448845-125869472,2
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr1:206482221-223747846,2
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr12:145739-7189876,2
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr12:66500000-109373470,2
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr14:19050000-107289540,2
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr1:521368-2634220,2
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr16:46510000-88389383,2
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr2:162200000-234003741,2
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr22:20700000-50364777,2
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr3:60000-66170270,2
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr6:60000-58087659,2
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr8:48135599-86500000,2
ATAC_JV_adipose/samples/AD2/MSC70/problems/chr8:87000000-142766515,2
ATAC_JV_adipose/samples/AD2/MSC70/problems/chrX:37148256-49242997,2
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr10:51448845-125869472,2
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr1:206482221-223747846,2
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr12:145739-7189876,2
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr12:66500000-109373470,2
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr14:19050000-107289540,2
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr1:521368-2634220,2
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr16:46510000-88389383,2
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr2:162200000-234003741,2
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr22:20700000-50364777,2
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr3:60000-66170270,2
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr6:60000-58087659,2
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr8:48135599-86500000,2
ATAC_JV_adipose/samples/AD2/MSC72/problems/chr8:87000000-142766515,2
ATAC_JV_adipose/samples/AD2/MSC72/problems/chrX:37148256-49242997,2
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr10:51448845-125869472,2
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr1:206482221-223747846,2
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr12:145739-7189876,2
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr12:66500000-109373470,2
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr14:19050000-107289540,2
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr1:521368-2634220,2
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr16:46510000-88389383,2
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr2:162200000-234003741,2
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr22:20700000-50364777,2
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr3:60000-66170270,2
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr6:60000-58087659,2
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr8:48135599-86500000,2
ATAC_JV_adipose/samples/AD2/MSC73/problems/chr8:87000000-142766515,2
ATAC_JV_adipose/samples/AD2/MSC73/problems/chrX:37148256-49242997,2
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr10:51448845-125869472,2
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr1:206482221-223747846,2
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr12:145739-7189876,2
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr12:66500000-109373470,2
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr14:19050000-107289540,2
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr1:521368-2634220,2
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr16:46510000-88389383,2
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr2:162200000-234003741,2
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr22:20700000-50364777,2
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr3:60000-66170270,2
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr6:60000-58087659,2
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr8:48135599-86500000,2
ATAC_JV_adipose/samples/AD2/MSC74/problems/chr8:87000000-142766515,2
ATAC_JV_adipose/samples/AD2/MSC74/problems/chrX:37148256-49242997,2
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr10:51448845-125869472,2
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr1:206482221-223747846,2
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr12:145739-7189876,2
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr12:66500000-109373470,2
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr14:19050000-107289540,2
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr1:521368-2634220,2
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr16:46510000-88389383,2
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr2:162200000-234003741,2
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr22:20700000-50364777,2
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr3:60000-66170270,2
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr6:60000-58087659,2
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr8:48135599-86500000,2
ATAC_JV_adipose/samples/AD2/MSC80/problems/chr8:87000000-142766515,2
ATAC_JV_adipose/samples/AD2/MSC80/problems/chrX:37148256-49242997,2
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr10:18024675-38818835,2
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr10:51448845-125869472,2
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr11:69774695-87688378,2
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr1:206482221-223747846,2
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr12:145739-7189876,2
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr12:66500000-109373470,2
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr14:19050000-107289540,2
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr1:521368-2634220,2
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr16:46510000-88389383,2
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr2:162200000-234003741,2
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr22:20700000-50364777,2
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr3:60000-66170270,2
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr4:75452279-190000000,2
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr6:60000-58087659,2
ATAC_JV_adipose/samples/AD2/MSC83/problems/chr8:48135599-86500000,2
